target,origin,weight
Mali,Peru,1
Mali,Philippines,3
Mali,Poland,1
Mali,Portugal,2
Mali,Romania,1
Mali,Russia,1
Mali,Slovenia,1
Mali,South Africa,2
Mali,South Korea,1
Mali,Spain,3
Mali,Sweden,1
Mali,Switzerland,1
Mali,Syria,1
Mali,Taiwan,1
Mali,Uganda,1
Mali,Ukraine,1
Mali,United Kingdom,10
Mali,United States,13
Malta,Mexico,5
Malta,Netherlands,31
Malta,Nigeria,1
Malta,North Macedonia,2
Malta,Norway,1
Malta,Pakistan,1
Malta,Poland,4
Malta,Portugal,5
Malta,Romania,1
Malta,Russia,2
Malta,Saudi Arabia,7
Malta,Senegal,1
Malta,Serbia,5
Malta,Singapore,2
Malta,Slovenia,1
Malta,South Korea,1
Malta,Spain,11
Malta,Sudan,1
Malta,Sweden,7
Malta,Switzerland,11
Malta,Turkey,8
Malta,United Kingdom,65
Malta,United States,33
Malta,Vietnam,1
Mauritania,Senegal,1
Mauritania,Turkey,1
Mauritius,Myanmar,2
Mauritius,Nigeria,1
Mauritius,North Macedonia,1
Mauritius,Russia,1
Mauritius,Serbia,2
Mauritius,Slovenia,1
Mauritius,South Africa,4
Mauritius,Switzerland,5
Mauritius,Turkey,1
Mauritius,United Kingdom,6
Mauritius,United States,2
Mexico,Mongolia,1
Mexico,Montenegro,3
Mexico,Morocco,6
Mexico,Mozambique,2
Mexico,Nepal,1
Mexico,Netherlands,59
Mexico,New Zealand,10
Mexico,Nicaragua,1
Mexico,Nigeria,5
Mexico,North Macedonia,2
Mexico,Norway,14
Mexico,Oman,1
Mexico,Pakistan,35
Mexico,Palestinian Territory,6
Mexico,Panama,2
Mexico,Paraguay,2
Mexico,Peru,29
Mexico,Philippines,6
Mexico,Poland,23
Mexico,Portugal,355
Mexico,Qatar,2
Mexico,Reunion,1
Mexico,Romania,8
Mexico,Russia,73
Mexico,Saint Kitts and Nevis,1
Mexico,Saudi Arabia,28
Mexico,Serbia,7
Mexico,Singapore,74
Mexico,Slovakia,2
Mexico,Slovenia,26
Mexico,South Africa,14
Mexico,South Korea,44
Mexico,Spain,716
Mexico,Sri Lanka,1
Mexico,Sweden,26
Mexico,Switzerland,48
Mexico,Syria,1
Mexico,Taiwan,12
Mexico,Thailand,31
Mexico,Togo,1
Mexico,Tunisia,3
Mexico,Turkey,14
Mexico,Uganda,1
Mexico,Ukraine,15
Mexico,United Arab Emirates,11
Mexico,United Kingdom,338
Mexico,United States,817
Mexico,Uruguay,27
Mexico,Venezuela,10
Mexico,Vietnam,7
Mexico,Zimbabwe,1
Moldova,Poland,1
Moldova,Romania,1
Moldova,Russia,3
Moldova,Slovakia,1
Moldova,Spain,1
Moldova,Sweden,1
Moldova,Turkey,24
Moldova,Ukraine,2
Moldova,United Kingdom,5
Moldova,United States,7
Monaco,United Arab Emirates,1
Mongolia,Montenegro,1
Mongolia,Nepal,1
Mongolia,Netherlands,2
Mongolia,New Zealand,1
Mongolia,Pakistan,2
Mongolia,Poland,22
Mongolia,Romania,1
Mongolia,Russia,24
Mongolia,Saudi Arabia,2
Mongolia,Singapore,4
Mongolia,South Korea,6
Mongolia,Spain,1
Mongolia,Sweden,1
Mongolia,Switzerland,2
Mongolia,Taiwan,8
Mongolia,Thailand,1
Mongolia,Tunisia,4
Mongolia,United Arab Emirates,1
Mongolia,United Kingdom,8
Mongolia,United States,9
Mongolia,Vietnam,2
Montenegro,Morocco,2
Montenegro,Netherlands,1
Montenegro,New Zealand,2
Montenegro,Nigeria,1
Montenegro,Pakistan,5
Montenegro,Poland,8
Montenegro,Portugal,3
Montenegro,Russia,1
Montenegro,Saudi Arabia,1
Montenegro,Serbia,9
Montenegro,Singapore,1
Montenegro,Slovenia,1
Montenegro,South Africa,1
Montenegro,South Korea,1
Montenegro,Spain,2
Montenegro,Sweden,2
Montenegro,Switzerland,1
Montenegro,Ukraine,1
Montenegro,United Kingdom,10
Montenegro,United States,14
Montenegro,Vietnam,1
Montenegro,Zimbabwe,1
Montserrat,United Kingdom,1
Morocco,Netherlands,16
Morocco,New Zealand,4
Morocco,Niger,3
Morocco,Nigeria,3
Morocco,Norway,4
Morocco,Pakistan,19
Morocco,Papua New Guinea,1
Morocco,Poland,3
Morocco,Portugal,21
Morocco,Qatar,5
Morocco,Republic of the Congo,1
Morocco,Reunion,1
Morocco,Romania,1
Morocco,Russia,4
Morocco,Saudi Arabia,19
Morocco,Senegal,4
Morocco,Serbia,1
Morocco,Slovenia,2
Morocco,South Africa,6
Morocco,South Korea,5
Morocco,Spain,59
Morocco,Sweden,9
Morocco,Switzerland,15
Morocco,Syria,3
Morocco,Taiwan,1
Morocco,Thailand,1
Morocco,Togo,1
Morocco,Tunisia,6
Morocco,Turkey,4
Morocco,United Arab Emirates,11
Morocco,United Kingdom,37
Morocco,United States,151
Morocco,Vietnam,4
Morocco,Yemen,3
Mozambique,Myanmar,2
Mozambique,Nigeria,1
Mozambique,Poland,25
Mozambique,Portugal,2
Mozambique,Romania,1
Mozambique,Russia,94
Mozambique,Sao Tome and Principe,1
Mozambique,Slovakia,4
Mozambique,South Africa,2
Mozambique,South Korea,1
Mozambique,Spain,3
Mozambique,Sudan,1
Mozambique,Sweden,2
Mozambique,Switzerland,1
Mozambique,Tanzania,1
Mozambique,Turkey,1
Mozambique,Ukraine,30
Mozambique,United Kingdom,6
Mozambique,United States,12
Mozambique,Uruguay,1
Mozambique,Uzbekistan,3
Mozambique,Vietnam,5
Mozambique,Zambia,1
Myanmar,North Macedonia,1
Myanmar,Pakistan,12
Myanmar,Poland,19
Myanmar,Saudi Arabia,3
Myanmar,Singapore,9
Myanmar,South Korea,4
Myanmar,Spain,5
Myanmar,Switzerland,1
Myanmar,Taiwan,1
Myanmar,Thailand,10
Myanmar,Turkey,1
Myanmar,Ukraine,6
Myanmar,United Arab Emirates,3
Myanmar,United Kingdom,9
Myanmar,United States,34
Myanmar,Vietnam,31
Namibia,Netherlands,1
Namibia,Nigeria,10
Namibia,Slovakia,2
Namibia,South Africa,9
Namibia,South Korea,4
Namibia,Spain,1
Namibia,Sweden,1
Namibia,Uganda,2
Namibia,United Kingdom,1
Namibia,United States,2
Nepal,Netherlands,2
Nepal,New Zealand,5
Nepal,Nigeria,2
Nepal,Norway,2
Nepal,Oman,1
Nepal,Pakistan,39
Nepal,Philippines,1
Nepal,Poland,6
Nepal,Portugal,21
Nepal,Romania,2
Nepal,Russia,7
Nepal,Saudi Arabia,27
Nepal,Singapore,7
Nepal,Slovakia,4
Nepal,South Africa,3
Nepal,South Korea,22
Nepal,Spain,11
Nepal,Sri Lanka,3
Nepal,Sweden,3
Nepal,Switzerland,3
Nepal,Syria,1
Nepal,Taiwan,6
Nepal,Tajikistan,1
Nepal,Tanzania,3
Nepal,Thailand,4
Nepal,Turkey,4
Nepal,Ukraine,3
Nepal,United Arab Emirates,2
Nepal,United Kingdom,23
Nepal,United States,77
Nepal,Vietnam,6
Nepal,Zimbabwe,2
Netherlands,New Zealand,83
Netherlands,Nigeria,12
Netherlands,Norway,209
Netherlands,Oman,5
Netherlands,Pakistan,103
Netherlands,Palestinian Territory,6
Netherlands,Panama,3
Netherlands,Peru,8
Netherlands,Philippines,8
Netherlands,Poland,167
Netherlands,Portugal,194
Netherlands,Qatar,21
Netherlands,Reunion,2
Netherlands,Romania,47
Netherlands,Russia,175
Netherlands,Saudi Arabia,43
Netherlands,Serbia,17
Netherlands,Sierra Leone,1
Netherlands,Singapore,163
Netherlands,Slovakia,20
Netherlands,Slovenia,39
Netherlands,South Africa,104
Netherlands,South Korea,152
Netherlands,Spain,592
Netherlands,Sri Lanka,6
Netherlands,Sudan,1
Netherlands,Svalbard and Jan Mayen,2
Netherlands,Sweden,347
Netherlands,Switzerland,601
Netherlands,Syria,2
Netherlands,Taiwan,56
Netherlands,Tanzania,4
Netherlands,Thailand,13
Netherlands,Trinidad and Tobago,1
Netherlands,Tunisia,3
Netherlands,Turkey,130
Netherlands,Uganda,7
Netherlands,Ukraine,18
Netherlands,United Arab Emirates,27
Netherlands,United Kingdom,2225
Netherlands,United States,2922
Netherlands,Uruguay,3
Netherlands,Uzbekistan,1
Netherlands,Venezuela,2
Netherlands,Vietnam,17
Netherlands,Zambia,2
Netherlands,Zimbabwe,6
New Caledonia,Reunion,1
New Caledonia,Spain,1
New Caledonia,United States,1
New Zealand,Nigeria,10
New Zealand,North Macedonia,1
New Zealand,Norway,23
New Zealand,Oman,6
New Zealand,Pakistan,45
New Zealand,Panama,1
New Zealand,Peru,18
New Zealand,Philippines,2
New Zealand,Poland,14
New Zealand,Portugal,19
New Zealand,Qatar,3
New Zealand,Romania,13
New Zealand,Russia,8
New Zealand,Saudi Arabia,20
New Zealand,Serbia,5
New Zealand,Singapore,67
New Zealand,Slovakia,26
New Zealand,Slovenia,5
New Zealand,South Africa,24
New Zealand,South Korea,30
New Zealand,Spain,85
New Zealand,Sri Lanka,4
New Zealand,Sudan,2
New Zealand,Sweden,78
New Zealand,Switzerland,71
New Zealand,Syria,1
New Zealand,Taiwan,27
New Zealand,Tanzania,1
New Zealand,Thailand,12
New Zealand,Turkey,12
New Zealand,Uganda,2
New Zealand,United Arab Emirates,23
New Zealand,United Kingdom,408
New Zealand,United States,557
New Zealand,Uruguay,3
New Zealand,Venezuela,9
New Zealand,Vietnam,48
New Zealand,Yemen,1
Nicaragua,Norway,1
Nicaragua,Pakistan,1
Nicaragua,Paraguay,1
Nicaragua,Peru,1
Nicaragua,Philippines,1
Nicaragua,Spain,3
Nicaragua,Sudan,1
Nicaragua,Switzerland,1
Nicaragua,Turkey,1
Nicaragua,Ukraine,5
Nicaragua,United States,2
Nicaragua,Vietnam,1
Niger,Nigeria,3
Niger,Pakistan,1
Niger,Syria,1
Niger,United Kingdom,2
Niger,United States,3
Nigeria,Norway,29
Nigeria,Oman,2
Nigeria,Pakistan,33
Nigeria,Peru,8
Nigeria,Philippines,4
Nigeria,Poland,11
Nigeria,Portugal,10
Nigeria,Qatar,2
Nigeria,Romania,7
Nigeria,Russia,6
Nigeria,Rwanda,1
Nigeria,Saudi Arabia,115
Nigeria,Senegal,1
Nigeria,Serbia,4
Nigeria,Singapore,58
Nigeria,Slovenia,3
Nigeria,South Africa,147
Nigeria,South Korea,27
Nigeria,Spain,19
Nigeria,Sri Lanka,2
Nigeria,Sudan,6
Nigeria,Sweden,11
Nigeria,Switzerland,9
Nigeria,Taiwan,17
Nigeria,Tanzania,8
Nigeria,Thailand,5
Nigeria,Tunisia,1
Nigeria,Turkey,32
Nigeria,Uganda,12
Nigeria,Ukraine,2
Nigeria,United Arab Emirates,17
Nigeria,United Kingdom,231
Nigeria,United States,170
Nigeria,Venezuela,1
Nigeria,Vietnam,14
Nigeria,Yemen,3
Nigeria,Zambia,4
Nigeria,Zimbabwe,1
North Korea,Norway,1
North Korea,South Korea,1
North Korea,United States,1
North Macedonia,Norway,4
North Macedonia,Pakistan,3
North Macedonia,Poland,3
North Macedonia,Portugal,27
North Macedonia,Romania,2
North Macedonia,Russia,4
North Macedonia,Serbia,9
North Macedonia,Singapore,3
North Macedonia,Slovakia,3
North Macedonia,Slovenia,29
North Macedonia,South Africa,1
North Macedonia,South Korea,1
North Macedonia,Spain,15
North Macedonia,Sweden,1
North Macedonia,Switzerland,5
North Macedonia,Turkey,7
North Macedonia,Ukraine,1
North Macedonia,United Kingdom,12
North Macedonia,United States,33
North Macedonia,Vietnam,2
Norway,Oman,4
Norway,Pakistan,58
Norway,Palestinian Territory,4
Norway,Philippines,2
Norway,Poland,69
Norway,Portugal,48
Norway,Qatar,8
Norway,Romania,16
Norway,Russia,48
Norway,Saudi Arabia,40
Norway,Senegal,1
Norway,Serbia,10
Norway,Singapore,32
Norway,Slovakia,13
Norway,Slovenia,40
Norway,South Africa,27
Norway,South Korea,75
Norway,Spain,241
Norway,Sri Lanka,3
Norway,Sudan,1
Norway,Svalbard and Jan Mayen,3
Norway,Sweden,334
Norway,Switzerland,141
Norway,Taiwan,50
Norway,Tanzania,8
Norway,Thailand,13
Norway,Trinidad and Tobago,1
Norway,Tunisia,1
Norway,Turkey,54
Norway,Uganda,4
Norway,Ukraine,5
Norway,United Arab Emirates,8
Norway,United Kingdom,501
Norway,United States,766
Norway,Uruguay,1
Norway,Vietnam,44
Norway,Yemen,5
Norway,Zimbabwe,1
Oman,Pakistan,25
Oman,Palestinian Territory,2
Oman,Peru,2
Oman,Qatar,7
Oman,Romania,4
Oman,Russia,2
Oman,Saudi Arabia,27
Oman,Serbia,2
Oman,Singapore,6
Oman,South Africa,2
Oman,South Korea,14
Oman,Spain,2
Oman,Sudan,2
Oman,Sweden,3
Oman,Syria,2
Oman,Taiwan,6
Oman,Thailand,2
Oman,Tunisia,10
Oman,Turkey,12
Oman,Uganda,1
Oman,Ukraine,1
Oman,United Arab Emirates,19
Oman,United Kingdom,39
Oman,United States,77
Oman,Vietnam,6
Oman,Yemen,1
Oman,Zimbabwe,1
Pakistan,Palestinian Territory,2
Pakistan,Papua New Guinea,2
Pakistan,Peru,7
Pakistan,Philippines,6
Pakistan,Poland,63
Pakistan,Portugal,28
Pakistan,Qatar,52
Pakistan,Romania,35
Pakistan,Russia,44
Pakistan,Saudi Arabia,1098
Pakistan,Senegal,2
Pakistan,Serbia,58
Pakistan,Singapore,47
Pakistan,Slovakia,16
Pakistan,Slovenia,5
Pakistan,Somalia,1
Pakistan,South Africa,30
Pakistan,South Korea,565
Pakistan,Spain,128
Pakistan,Sri Lanka,10
Pakistan,Sudan,12
Pakistan,Sweden,55
Pakistan,Switzerland,33
Pakistan,Taiwan,165
Pakistan,Tajikistan,2
Pakistan,Tanzania,7
Pakistan,Thailand,60
Pakistan,Tunisia,18
Pakistan,Turkey,97
Pakistan,Uganda,9
Pakistan,Ukraine,18
Pakistan,United Arab Emirates,203
Pakistan,United Kingdom,728
Pakistan,United States,972
Pakistan,Uruguay,1
Pakistan,Uzbekistan,1
Pakistan,Venezuela,4
Pakistan,Vietnam,154
Pakistan,Yemen,40
Pakistan,Zambia,21
Pakistan,Zimbabwe,48
Palestinian Territory,Poland,4
Palestinian Territory,Portugal,2
Palestinian Territory,Qatar,2
Palestinian Territory,Russia,1
Palestinian Territory,Saint Kitts and Nevis,1
Palestinian Territory,Saudi Arabia,13
Palestinian Territory,Singapore,9
Palestinian Territory,Slovakia,1
Palestinian Territory,South Africa,1
Palestinian Territory,South Korea,6
Palestinian Territory,Spain,43
Palestinian Territory,Sri Lanka,1
Palestinian Territory,Sweden,7
Palestinian Territory,Switzerland,5
Palestinian Territory,Taiwan,5
Palestinian Territory,Thailand,1
Palestinian Territory,Turkey,9
Palestinian Territory,United Arab Emirates,8
Palestinian Territory,United Kingdom,18
Palestinian Territory,United States,54
Panama,Paraguay,1
Panama,Peru,1
Panama,Portugal,1
Panama,South Korea,2
Panama,Spain,25
Panama,Switzerland,1
Panama,Turkey,2
Panama,United Kingdom,8
Panama,United States,33
Papua New Guinea,Saudi Arabia,4
Papua New Guinea,Senegal,1
Papua New Guinea,South Korea,3
Papua New Guinea,Togo,1
Papua New Guinea,United Kingdom,1
Papua New Guinea,United States,11
Papua New Guinea,Vietnam,3
Paraguay,Spain,14
Paraguay,Switzerland,1
Paraguay,United Kingdom,2
Paraguay,United States,5
Paraguay,Uruguay,1
Peru,Philippines,1
Peru,Poland,1
Peru,Portugal,2
Peru,Romania,2
Peru,Russia,3
Peru,Saudi Arabia,3
Peru,Serbia,1
Peru,Singapore,2
Peru,South Africa,4
Peru,South Korea,3
Peru,Spain,43
Peru,Sweden,6
Peru,Switzerland,2
Peru,Taiwan,1
Peru,Tanzania,2
Peru,Thailand,10
Peru,Turkey,2
Peru,Uganda,1
Peru,Ukraine,5
Peru,United Arab Emirates,1
Peru,United Kingdom,48
Peru,United States,79
Peru,Venezuela,11
Peru,Vietnam,1
Philippines,Poland,2
Philippines,Portugal,3
Philippines,Russia,6
Philippines,Saudi Arabia,7
Philippines,Singapore,23
Philippines,Slovakia,1
Philippines,South Africa,2
Philippines,South Korea,27
Philippines,Spain,9
Philippines,Sri Lanka,3
Philippines,Sweden,10
Philippines,Switzerland,8
Philippines,Syria,1
Philippines,Taiwan,57
Philippines,Tanzania,3
Philippines,Thailand,25
Philippines,Turkey,1
Philippines,Ukraine,3
Philippines,United Arab Emirates,1
Philippines,United Kingdom,45
Philippines,United States,170
Philippines,Uruguay,1
Philippines,Vietnam,4
Poland,Portugal,43
Poland,Qatar,8
Poland,Romania,42
Poland,Russia,157
Poland,Saudi Arabia,114
Poland,Serbia,34
Poland,Singapore,95
Poland,Slovakia,61
Poland,Slovenia,39
Poland,South Africa,33
Poland,South Korea,158
Poland,Spain,299
Poland,Sri Lanka,1
Poland,Svalbard and Jan Mayen,1
Poland,Sweden,176
Poland,Switzerland,254
Poland,Syria,4
Poland,Taiwan,50
Poland,Thailand,16
Poland,Tunisia,1
Poland,Turkey,75
Poland,Ukraine,82
Poland,United Arab Emirates,20
Poland,United Kingdom,609
Poland,United States,1260
Poland,Uzbekistan,4
Poland,Vietnam,44
Poland,Yemen,2
Portugal,Qatar,4
Portugal,Reunion,1
Portugal,Romania,19
Portugal,Russia,51
Portugal,Sao Tome and Principe,2
Portugal,Saudi Arabia,33
Portugal,Serbia,18
Portugal,Singapore,34
Portugal,Slovakia,11
Portugal,Slovenia,43
Portugal,South Africa,13
Portugal,South Korea,35
Portugal,Spain,605
Portugal,Sri Lanka,4
Portugal,Sweden,74
Portugal,Switzerland,113
Portugal,Syria,2
Portugal,Taiwan,35
Portugal,Tanzania,1
Portugal,Thailand,8
Portugal,Tunisia,6
Portugal,Turkey,39
Portugal,Uganda,1
Portugal,Ukraine,21
Portugal,United Arab Emirates,47
Portugal,United Kingdom,453
Portugal,United States,769
Portugal,Uruguay,3
Portugal,Venezuela,2
Portugal,Vietnam,9
Qatar,Romania,1
Qatar,Russia,3
Qatar,Saudi Arabia,48
Qatar,Singapore,22
Qatar,Slovakia,1
Qatar,Slovenia,1
Qatar,South Africa,2
Qatar,South Korea,7
Qatar,Spain,7
Qatar,Sweden,20
Qatar,Switzerland,4
Qatar,Taiwan,4
Qatar,Tanzania,1
Qatar,Tunisia,34
Qatar,Turkey,49
Qatar,Ukraine,1
Qatar,United Arab Emirates,90
Qatar,United Kingdom,160
Qatar,United States,540
Qatar,Vietnam,5
Qatar,Zimbabwe,1
Republic of the Congo,United States,1
Reunion,Serbia,1
Reunion,Singapore,1
Reunion,South Africa,1
Reunion,Spain,3
Reunion,United Kingdom,6
Reunion,United States,5
Romania,Russia,19
Romania,Saudi Arabia,20
Romania,Serbia,24
Romania,Singapore,9
Romania,Slovakia,20
Romania,Slovenia,27
Romania,South Africa,7
Romania,South Korea,23
Romania,Spain,81
Romania,Sri Lanka,10
Romania,Sudan,2
Romania,Sweden,46
Romania,Switzerland,34
Romania,Syria,1
Romania,Taiwan,19
Romania,Thailand,5
Romania,Tunisia,2
Romania,Turkey,33
Romania,Ukraine,7
Romania,United Arab Emirates,8
Romania,United Kingdom,176
Romania,United States,346
Romania,Uzbekistan,1
Romania,Vietnam,44
Romania,Yemen,1
Russia,Saudi Arabia,88
Russia,Senegal,1
Russia,Serbia,27
Russia,Singapore,33
Russia,Slovakia,84
Russia,Slovenia,23
Russia,South Africa,16
Russia,South Korea,158
Russia,Spain,236
Russia,Sri Lanka,1
Russia,Sudan,4
Russia,Sweden,107
Russia,Switzerland,249
Russia,Syria,6
Russia,Taiwan,73
Russia,Tajikistan,6
Russia,Tanzania,1
Russia,Thailand,20
Russia,Tunisia,1
Russia,Turkey,40
Russia,Uganda,1
Russia,Ukraine,62
Russia,United Arab Emirates,17
Russia,United Kingdom,694
Russia,United States,1075
Russia,Uruguay,2
Russia,Uzbekistan,44
Russia,Vietnam,87
Russia,Yemen,6
Russia,Zimbabwe,74
Rwanda,Saudi Arabia,1
Rwanda,Sweden,1
Rwanda,Uganda,2
Rwanda,United Kingdom,2
Saint Kitts and Nevis,Singapore,2
Saint Kitts and Nevis,South Africa,1
Saint Kitts and Nevis,Spain,3
Saint Kitts and Nevis,Sweden,1
Saint Kitts and Nevis,Switzerland,2
Saint Kitts and Nevis,United Arab Emirates,3
Saint Kitts and Nevis,United Kingdom,9
Saint Kitts and Nevis,United States,14
Saint Kitts and Nevis,Vietnam,1
Sao Tome and Principe,Spain,1
Sao Tome and Principe,United Kingdom,2
Saudi Arabia,Senegal,1
Saudi Arabia,Serbia,14
Saudi Arabia,Singapore,42
Saudi Arabia,Slovakia,14
Saudi Arabia,Slovenia,5
Saudi Arabia,Somalia,1
Saudi Arabia,South Africa,45
Saudi Arabia,South Korea,238
Saudi Arabia,Spain,189
Saudi Arabia,Sri Lanka,7
Saudi Arabia,Sudan,43
Saudi Arabia,Sweden,73
Saudi Arabia,Switzerland,26
Saudi Arabia,Syria,1
Saudi Arabia,Taiwan,141
Saudi Arabia,Tanzania,2
Saudi Arabia,Thailand,42
Saudi Arabia,Trinidad and Tobago,1
Saudi Arabia,Tunisia,279
Saudi Arabia,Turkey,130
Saudi Arabia,Uganda,1
Saudi Arabia,Ukraine,6
Saudi Arabia,United Arab Emirates,160
Saudi Arabia,United Kingdom,855
Saudi Arabia,United States,1351
Saudi Arabia,Uruguay,1
Saudi Arabia,Uzbekistan,1
Saudi Arabia,Vietnam,109
Saudi Arabia,Yemen,79
Saudi Arabia,Zambia,1
Saudi Arabia,Zimbabwe,11
Senegal,Serbia,1
Senegal,Singapore,2
Senegal,Slovakia,1
Senegal,South Africa,2
Senegal,Spain,1
Senegal,Sweden,1
Senegal,Switzerland,1
Senegal,Taiwan,1
Senegal,Togo,2
Senegal,Turkey,1
Senegal,United Kingdom,2
Senegal,United States,15
Senegal,Vietnam,2
Serbia,Singapore,5
Serbia,Slovakia,18
Serbia,Slovenia,47
Serbia,South Africa,10
Serbia,South Korea,9
Serbia,Spain,47
Serbia,Sri Lanka,1
Serbia,Sweden,22
Serbia,Switzerland,36
Serbia,Taiwan,10
Serbia,Thailand,5
Serbia,Turkey,26
Serbia,Ukraine,9
Serbia,United Arab Emirates,16
Serbia,United Kingdom,134
Serbia,United States,165
Serbia,Uzbekistan,1
Serbia,Vietnam,5
Singapore,Slovakia,13
Singapore,Slovenia,6
Singapore,South Africa,25
Singapore,South Korea,264
Singapore,Spain,104
Singapore,Sri Lanka,25
Singapore,Sudan,2
Singapore,Sweden,76
Singapore,Switzerland,150
Singapore,Taiwan,198
Singapore,Tanzania,1
Singapore,Thailand,34
Singapore,Tunisia,4
Singapore,Turkey,51
Singapore,Ukraine,4
Singapore,United Arab Emirates,40
Singapore,United Kingdom,989
Singapore,United States,2889
Singapore,Vietnam,111
Singapore,Yemen,1
Singapore,Zambia,2
Singapore,Zimbabwe,2
Slovakia,Slovenia,17
Slovakia,South Africa,6
Slovakia,South Korea,24
Slovakia,Spain,66
Slovakia,Sweden,12
Slovakia,Switzerland,60
Slovakia,Taiwan,35
Slovakia,Thailand,2
Slovakia,Turkey,15
Slovakia,Ukraine,37
Slovakia,United Arab Emirates,3
Slovakia,United Kingdom,105
Slovakia,United States,174
Slovakia,Vietnam,20
Slovenia,South Africa,1
Slovenia,South Korea,11
Slovenia,Spain,66
Slovenia,Sri Lanka,1
Slovenia,Sweden,32
Slovenia,Switzerland,47
Slovenia,Taiwan,23
Slovenia,Thailand,1
Slovenia,Tunisia,2
Slovenia,Turkey,30
Slovenia,Ukraine,5
Slovenia,United Kingdom,180
Slovenia,United States,269
Slovenia,Zimbabwe,1
Solomon Islands,United States,1
Somalia,Turkey,2
South Africa,South Korea,46
South Africa,Spain,65
South Africa,Sri Lanka,2
South Africa,Sudan,23
South Africa,Sweden,55
South Africa,Switzerland,77
South Africa,Taiwan,27
South Africa,Tanzania,8
South Africa,Thailand,6
South Africa,Togo,2
South Africa,Tunisia,12
South Africa,Turkey,22
South Africa,Uganda,15
South Africa,Ukraine,2
South Africa,United Arab Emirates,26
South Africa,United Kingdom,421
South Africa,United States,905
South Africa,Uruguay,1
South Africa,Vietnam,10
South Africa,Zambia,5
South Africa,Zimbabwe,29
South Korea,Spain,175
South Korea,Sri Lanka,4
South Korea,Sudan,7
South Korea,Sweden,91
South Korea,Switzerland,196
South Korea,Taiwan,184
South Korea,Tanzania,1
South Korea,Thailand,67
South Korea,Tunisia,4
South Korea,Turkey,75
South Korea,Uganda,4
South Korea,Ukraine,8
South Korea,United Arab Emirates,112
South Korea,United Kingdom,794
South Korea,United States,4649
South Korea,Uruguay,2
South Korea,Uzbekistan,6
South Korea,Venezuela,1
South Korea,Vietnam,321
South Korea,Yemen,16
South Korea,Zambia,1
South Korea,Zimbabwe,15
South Sudan,United Kingdom,1
Spain,Sri Lanka,7
Spain,Sudan,2
Spain,Sweden,368
Spain,Switzerland,526
Spain,Syria,3
Spain,Taiwan,81
Spain,Tajikistan,1
Spain,Tanzania,4
Spain,Thailand,16
Spain,Togo,1
Spain,Tunisia,28
Spain,Turkey,100
Spain,Uganda,5
Spain,Ukraine,11
Spain,United Arab Emirates,41
Spain,United Kingdom,2330
Spain,United States,3230
Spain,Uruguay,34
Spain,Uzbekistan,1
Spain,Venezuela,103
Spain,Vietnam,44
Spain,Yemen,6
Sri Lanka,Sweden,8
Sri Lanka,Switzerland,6
Sri Lanka,Taiwan,5
Sri Lanka,Thailand,2
Sri Lanka,Turkey,2
Sri Lanka,Uganda,1
Sri Lanka,United Arab Emirates,1
Sri Lanka,United Kingdom,62
Sri Lanka,United States,83
Sri Lanka,Vietnam,3
Sri Lanka,Zambia,1
Sudan,Sweden,1
Sudan,Switzerland,1
Sudan,Syria,1
Sudan,Taiwan,5
Sudan,Tanzania,2
Sudan,Thailand,2
Sudan,Tunisia,8
Sudan,Turkey,3
Sudan,Ukraine,1
Sudan,United Arab Emirates,5
Sudan,United Kingdom,22
Sudan,United States,33
Sudan,Uzbekistan,1
Sudan,Vietnam,2
Sudan,Yemen,3
Sudan,Zambia,1
Sudan,Zimbabwe,2
Svalbard and Jan Mayen,United Kingdom,1
Svalbard and Jan Mayen,United States,4
Sweden,Switzerland,445
Sweden,Taiwan,48
Sweden,Tanzania,31
Sweden,Thailand,40
Sweden,Tunisia,10
Sweden,Turkey,71
Sweden,Uganda,1
Sweden,Ukraine,13
Sweden,United Arab Emirates,13
Sweden,United Kingdom,1065
Sweden,United States,1686
Sweden,Uruguay,2
Sweden,Uzbekistan,1
Sweden,Vietnam,42
Sweden,Yemen,1
Sweden,Zambia,1
Sweden,Zimbabwe,2
Switzerland,Taiwan,97
Switzerland,Tanzania,8
Switzerland,Thailand,11
Switzerland,Togo,1
Switzerland,Tunisia,7
Switzerland,Turkey,103
Switzerland,Uganda,6
Switzerland,Ukraine,40
Switzerland,United Arab Emirates,22
Switzerland,United Kingdom,1820
Switzerland,United States,3953
Switzerland,Uruguay,1
Switzerland,Uzbekistan,1
Switzerland,Vietnam,10
Switzerland,Zambia,5
Switzerland,Zimbabwe,5
Syria,Tunisia,1
Syria,United Arab Emirates,2
Syria,United Kingdom,4
Syria,United States,39
Syria,Vietnam,1
Taiwan,Thailand,94
Taiwan,Tunisia,3
Taiwan,Turkey,82
Taiwan,Ukraine,4
Taiwan,United Arab Emirates,29
Taiwan,United Kingdom,448
Taiwan,United States,3236
Taiwan,Uzbekistan,4
Taiwan,Vietnam,207
Taiwan,Yemen,15
Taiwan,Zimbabwe,3
Tajikistan,Ukraine,5
Tajikistan,United States,5
Tanzania,Thailand,1
Tanzania,Uganda,2
Tanzania,United Kingdom,30
Tanzania,United States,50
Thailand,Trinidad and Tobago,1
Thailand,Turkey,29
Thailand,Ukraine,1
Thailand,United Arab Emirates,8
Thailand,United Kingdom,198
Thailand,United States,468
Thailand,Vietnam,29
Thailand,Yemen,1
